OLUR_00005389 	 Q9JLI7
OLUR_00008260 	 Q8TBH0
OLUR_00012517 	 Q8TCT0
OLUR_00013903 	 Q86Z23
OLUR_00000786 	 Q71RC2
OLUR_00007465 	 Q8R1F5
OLUR_00005332 	 Q6VZZ7
OLUR_00017242 	 P30560
OLUR_00013904 	 A5D794
OLUR_00019035 	 Q5UAW9
OLUR_00008450 	 V5NAL9
OLUR_00008451 	 V5NAL9
OLUR_00017471 	 Q91X46
OLUR_00019013 	 P41968
OLUR_00009104 	 Q3UP23
OLUR_00005693 	 Q93075
OLUR_00005694 	 A6NMZ7
OLUR_00015330 	 P58308
OLUR_00010800 	 Q69ZH9
OLUR_00015073 	 Q53RD9
OLUR_00011815 	 Q5BLE8
OLUR_00019459 	 Q29041
OLUR_00021931 	 Q9VPQ2
OLUR_00012179 	 A6NFD8
OLUR_00008427 	 D2GXS7
OLUR_00003737 	 Q80Z71
OLUR_00003736 	 Q00546
OLUR_00003738 	 Q9Z1P8
OLUR_00009613 	 Q5RDQ6
OLUR_00004658 	 Q6NW85
OLUR_00010257 	 Q8NFU1
OLUR_00010258 	 Q9DBG7
OLUR_00010994 	 P0CW27
OLUR_00010939 	 Q6IMN6
OLUR_00023463 	 Q8BR93
OLUR_00015097 	 Q94BV5
OLUR_00015096 	 Q8MP06
OLUR_00002388 	 Q8BYM5
OLUR_00013228 	 A9ULH0
OLUR_00016919 	 P02207
OLUR_00008946 	 P20693
OLUR_00007865 	 Q6PML9
OLUR_00004555 	 Q8IWZ3
OLUR_00008019 	 Q0VAA2
OLUR_00013353 	 A9JTJ0
OLUR_00021761 	 Q01528
OLUR_00014810 	 Q09369
OLUR_00008066 	 Q86Z23
OLUR_00005238 	 P55567
OLUR_00006342 	 E1BBQ2
OLUR_00019168 	 P11706
OLUR_00009375 	 Q6PBF7
OLUR_00022808 	 Q7Z2W7
OLUR_00014974 	 P86789
OLUR_00005243 	 Q9HCF6
OLUR_00005242 	 E9PTA2
OLUR_00000331 	 Q8C0D5
OLUR_00000332 	 Q6ZQ11
OLUR_00014582 	 Q9VH08
OLUR_00006749 	 Q9H251
OLUR_00010866 	 Q9XTQ6
OLUR_00004246 	 P20481
OLUR_00004800 	 P51870
OLUR_00018077 	 Q95KD9
OLUR_00001686 	 Q3T8J9
OLUR_00001688 	 O94739
OLUR_00001687 	 P23284
OLUR_00000658 	 Q9C6W5
OLUR_00022512 	 Q9FT72
OLUR_00017196 	 Q03311
OLUR_00013509 	 P82596
OLUR_00013510 	 Q9NS73
OLUR_00008736 	 C4N147
OLUR_00000162 	 D3YXG0
OLUR_00000164 	 Q924X7
OLUR_00017491 	 Q9NU19
OLUR_00003735 	 Q641K5
OLUR_00003734 	 Q9H093
OLUR_00021011 	 Q96GW7
OLUR_00016629 	 P15535
OLUR_00011459 	 Q60HG7
OLUR_00011460 	 P34456
OLUR_00011783 	 Q5FWI3
OLUR_00016738 	 Q15825
OLUR_00013800 	 Q5BIM1
OLUR_00013322 	 B7Z0W9
OLUR_00024680 	 Q5BIR5
OLUR_00008386 	 Q8K0U4
OLUR_00006949 	 A1BQQ5
OLUR_00008265 	 Q91502
OLUR_00015531 	 Q9VXK6
OLUR_00015998 	 Q90ZY4
OLUR_00005934 	 Q8NBP0
OLUR_00015966 	 A1L1V4
OLUR_00003284 	 A9ULE9
OLUR_00003282 	 Q5T1A1
OLUR_00003283 	 Q6IMM1
OLUR_00009314 	 P00508
OLUR_00001474 	 Q8JZM4
OLUR_00018304 	 Q9Y662
OLUR_00007608 	 G5EFI8
OLUR_00001697 	 Q0E908
OLUR_00001367 	 Q9Y282
OLUR_00004996 	 Q9ESS0
OLUR_00021371 	 Q8K0U4
OLUR_00000306 	 Q5SRE7
OLUR_00000309 	 Q5SRE7
OLUR_00000310 	 A6NK06
OLUR_00000305 	 A6NK06
OLUR_00005665 	 Q9ESN5
OLUR_00005664 	 Q5ZLX2
OLUR_00005666 	 Q5ZIC8
OLUR_00022456 	 Q9Z306
OLUR_00009841 	 Q9CZJ2
OLUR_00022549 	 Q2YDW7
OLUR_00024454 	 Q13310
OLUR_00021652 	 Q14191
OLUR_00010745 	 Q4UMH6
OLUR_00018346 	 Q24K22
OLUR_00005071 	 A1URT5
OLUR_00005070 	 Q6DBY9
OLUR_00006883 	 Q8I6U3
OLUR_00002549 	 P30427
OLUR_00023065 	 Q9WTK3
OLUR_00023821 	 Q80T91
OLUR_00006661 	 Q9V3J1
OLUR_00021535 	 P70325
OLUR_00008550 	 Q9U518
OLUR_00006170 	 Q96EV8
OLUR_00019210 	 Q63406
OLUR_00009498 	 Q15326
OLUR_00017638 	 Q5G872
OLUR_00008501 	 Q3B8G0
OLUR_00022593 	 Q18515
OLUR_00009661 	 Q5U367
OLUR_00006177 	 Q58DN7
OLUR_00016856 	 Q9UL03
OLUR_00012087 	 P22807
OLUR_00014824 	 Q6IRM9
OLUR_00018782 	 P35556
OLUR_00017833 	 Q03348
OLUR_00005108 	 V5NAL9
OLUR_00022419 	 Q95KZ0
OLUR_00005063 	 O21243
OLUR_00002767 	 O75840
OLUR_00024279 	 Q9FT74
OLUR_00022299 	 Q9BXX0
OLUR_00017914 	 Q8NHV1
OLUR_00000073 	 Q6DFJ6
OLUR_00017169 	 Q9Y3Q0
OLUR_00003463 	 Q5F364
OLUR_00010807 	 Q9BYU1
OLUR_00001542 	 Q4KMZ8
OLUR_00007907 	 Q5RA02
OLUR_00019823 	 Q06852
OLUR_00001136 	 A5D7J3
OLUR_00004014 	 A2VDC2
OLUR_00023910 	 Q54KA7
OLUR_00016628 	 P61917
OLUR_00007385 	 Q09128
OLUR_00013842 	 Q9CR48
OLUR_00021003 	 Q8TC12
OLUR_00003689 	 Q3UHX9
OLUR_00013730 	 Q8TER0
OLUR_00018922 	 P79402
OLUR_00019983 	 A4IHD2
OLUR_00020890 	 Q9BXJ4
OLUR_00003954 	 Q16831
OLUR_00000937 	 Q9V477
OLUR_00009610 	 Q01177
OLUR_00021047 	 Q9JI70
OLUR_00002775 	 Q9TW65
OLUR_00023081 	 Q9JKW1
OLUR_00001233 	 Q8TD57
OLUR_00022335 	 Q96J94
OLUR_00022920 	 Q8WXG9
OLUR_00007712 	 P97346
OLUR_00004282 	 Q63415
OLUR_00019284 	 P86854
OLUR_00021525 	 Q8HYL8
OLUR_00022915 	 O75095
OLUR_00022914 	 Q61554
OLUR_00013671 	 Q53G44
OLUR_00017998 	 O35929
OLUR_00005418 	 Q96ES7
OLUR_00005417 	 Q5ND56
OLUR_00013323 	 Q6C0Y0
OLUR_00021957 	 Q06805
OLUR_00022877 	 B0S8I0
OLUR_00005866 	 O19010
OLUR_00008075 	 Q9VZI3
OLUR_00000787 	 O00321
OLUR_00000789 	 Q3UPW2
OLUR_00020766 	 Q8R367
OLUR_00020027 	 O73791
OLUR_00023653 	 Q2KHY5
OLUR_00022321 	 Q8R066
OLUR_00005829 	 Q0VCJ7
OLUR_00016895 	 Q39613
OLUR_00019748 	 Q3HNG7
OLUR_00021284 	 P86854
OLUR_00008993 	 Q9D7J9
OLUR_00024029 	 Q5UPA0
OLUR_00004957 	 O43301
OLUR_00004958 	 Q9XZV3
OLUR_00016429 	 Q5FYB0
OLUR_00010197 	 P48035
OLUR_00005088 	 Q7KVA1
OLUR_00005086 	 Q2T9T0
OLUR_00005087 	 Q9JJ80
OLUR_00010664 	 Q9UM13
OLUR_00016108 	 Q9DAC7
OLUR_00013492 	 Q5TZ24
OLUR_00014731 	 Q8C1B2
OLUR_00011995 	 F5H4B4
OLUR_00020662 	 O88572
OLUR_00011136 	 A1Z6E0
OLUR_00011135 	 P40792
OLUR_00021659 	 Q9WVH6
OLUR_00014266 	 Q9NQV7
OLUR_00017838 	 P80204
OLUR_00023820 	 P98118
OLUR_00011224 	 Q9D0D4
OLUR_00011225 	 Q5EA11
OLUR_00013400 	 Q5ZIG2
OLUR_00014563 	 Q801E2
OLUR_00018523 	 Q99NH0
OLUR_00018755 	 P86956
OLUR_00019380 	 Q8BR93
OLUR_00008756 	 Q8BYI9
OLUR_00012375 	 Q99K41
OLUR_00024439 	 Q8IZ57
OLUR_00006389 	 Q6PBD7
OLUR_00003019 	 Q2NL57
OLUR_00007806 	 Q9Y6F1
OLUR_00006058 	 Q6AYR9
OLUR_00021918 	 Q9J4Z5
OLUR_00006061 	 P11536
OLUR_00003655 	 Q66J54
OLUR_00023242 	 Q08B22
OLUR_00008806 	 Q8CFF0
OLUR_00015587 	 Q5R4M0
OLUR_00020009 	 Q6DCC6
OLUR_00003086 	 O54783
OLUR_00003087 	 Q99PW8
OLUR_00007898 	 P86786
OLUR_00019302 	 Q0VBZ0
OLUR_00001724 	 Q91502
OLUR_00021337 	 Q4ZJM9
OLUR_00006728 	 Q24212
OLUR_00002675 	 Q8IVL1
OLUR_00015925 	 Q7Z3G6
OLUR_00012365 	 Q28039
OLUR_00016028 	 Q4QRB2
OLUR_00007352 	 Q19459
OLUR_00000935 	 Q01241
OLUR_00005490 	 Q4V885
OLUR_00024381 	 Q9C0G6
OLUR_00020646 	 Q5UQ13
OLUR_00009979 	 Q5EAR5
OLUR_00001035 	 Q9Y4E6
OLUR_00018074 	 Q00546
OLUR_00021268 	 Q0EEE2
OLUR_00009644 	 P79779
OLUR_00010797 	 Q2HJ18
OLUR_00010796 	 Q58EN8
OLUR_00015243 	 Q32M45
OLUR_00015059 	 O46640
OLUR_00004907 	 Q16281
OLUR_00016905 	 Q8BYI9
OLUR_00015741 	 O35075
OLUR_00018288 	 O43242
OLUR_00006444 	 Q90828
OLUR_00024545 	 Q92090
OLUR_00008319 	 P27365
OLUR_00008318 	 Q5UQ13
OLUR_00008682 	 Q99715
OLUR_00024002 	 Q6UXP7
OLUR_00004178 	 Q4QY64
OLUR_00001285 	 P86954
OLUR_00008824 	 Q64077
OLUR_00012797 	 P82861
OLUR_00000022 	 Q9VN12
OLUR_00000024 	 P77735
OLUR_00000021 	 P77735
OLUR_00000023 	 P0A9T5
OLUR_00023896 	 Q8NHV1
OLUR_00003695 	 Q6VNB8
OLUR_00001166 	 A5PLK2
OLUR_00023234 	 Q921X6
OLUR_00010338 	 Q1ZXD6
OLUR_00012099 	 O43854
OLUR_00014467 	 P50903
OLUR_00014468 	 Q8JHV9
OLUR_00003671 	 P21837
OLUR_00003672 	 P21837
OLUR_00018235 	 Q95KD9
OLUR_00002715 	 Q7LZM3
OLUR_00021425 	 O15484
OLUR_00019936 	 Q96RW7
OLUR_00016148 	 Q8BYI9
OLUR_00013736 	 O43301
OLUR_00016101 	 P98160
OLUR_00009586 	 Q96P65
OLUR_00011798 	 Q9Y345
OLUR_00021398 	 Q09324
OLUR_00000759 	 Q5R7A7
OLUR_00022008 	 B3A0Q5
OLUR_00023731 	 Q8IUK8
OLUR_00004068 	 Q86VQ0
OLUR_00004069 	 Q6DRM0
OLUR_00007433 	 A6NJI9
OLUR_00002456 	 Q8IVF4
OLUR_00010483 	 P58501
OLUR_00018951 	 Q6NW29
OLUR_00021502 	 P49013
OLUR_00003012 	 Q5ZKA3
OLUR_00001488 	 Q08D57
OLUR_00014805 	 Q98902
OLUR_00017392 	 Q8IWY9
OLUR_00014105 	 Q2M2S8
OLUR_00020561 	 P06868
OLUR_00022655 	 Q9NS37
OLUR_00014751 	 P97698
OLUR_00022836 	 Q9V477
OLUR_00000513 	 P52735
OLUR_00000514 	 R9UTQ8
OLUR_00000515 	 O14082
OLUR_00010392 	 Q8LGG8
OLUR_00001792 	 P83425
OLUR_00010783 	 P33534
OLUR_00010784 	 Q8VHF0
OLUR_00008512 	 Q95KZ0
OLUR_00000721 	 Q9HBX9
OLUR_00000719 	 P20918
OLUR_00000722 	 P06867
OLUR_00010694 	 Q9W0A0
OLUR_00018648 	 Q96HJ3
OLUR_00017151 	 Q9U8W8
OLUR_00021803 	 Q62962
OLUR_00023446 	 Q54F46
OLUR_00018700 	 Q38871
OLUR_00000260 	 A8Q2D1
OLUR_00002414 	 P61917
OLUR_00002415 	 Q98TA4
OLUR_00009160 	 Q8BZT9
OLUR_00022297 	 Q06806
OLUR_00001953 	 Q8C419
OLUR_00020823 	 Q6P861
OLUR_00015421 	 E1BD59
OLUR_00005129 	 Q9NYV6
OLUR_00004367 	 Q62186
OLUR_00020497 	 B3EWZ5
OLUR_00018399 	 G5EBQ8
OLUR_00005513 	 Q5ZIE8
OLUR_00016645 	 Q7Z5L3
OLUR_00001706 	 Q63340
OLUR_00010548 	 Q24K15
OLUR_00008712 	 Q4R828
OLUR_00019491 	 Q9VBP3
OLUR_00012223 	 Q53G44
OLUR_00010930 	 Q07230
OLUR_00006254 	 Q8TC92
OLUR_00014840 	 P35573
OLUR_00003206 	 Q0EEE2
OLUR_00003207 	 Q96RW7
OLUR_00005036 	 P69527
OLUR_00005035 	 Q9BHM6
OLUR_00005034 	 Q28GD5
OLUR_00005037 	 Q0VCR6
OLUR_00007662 	 Q9CZJ2
OLUR_00003096 	 P48032
OLUR_00002997 	 Q8N7X0
OLUR_00008772 	 P30551
OLUR_00023133 	 Q2KJC8
OLUR_00003597 	 Q504Y2
OLUR_00012830 	 Q9XSW3
OLUR_00016489 	 Q6DGV7
OLUR_00009526 	 P12111
OLUR_00006971 	 Q6NZ04
OLUR_00024103 	 Q9QYM0
OLUR_00015160 	 Q1LXS2
OLUR_00006807 	 Q2VUH7
OLUR_00021073 	 J3SDX8
OLUR_00002494 	 P35556
OLUR_00023107 	 Q8TER0
OLUR_00016315 	 Q9NQZ8
OLUR_00017633 	 V5NAL9
OLUR_00011355 	 Q6DHQ1
OLUR_00012379 	 Q91Z62
OLUR_00011714 	 Q3SZB5
OLUR_00005565 	 Q5R4W3
OLUR_00024561 	 Q9XWB9
OLUR_00005269 	 Q8C8H8
OLUR_00002060 	 Q7TN88
OLUR_00014260 	 Q06807
OLUR_00018740 	 Q9WWW2
OLUR_00019268 	 O18783
OLUR_00007448 	 Q6IB77
OLUR_00020253 	 P36411
OLUR_00023058 	 Q25532
OLUR_00016704 	 Q5RB69
OLUR_00014125 	 Q8CJB9
OLUR_00009394 	 Q24307
OLUR_00021734 	 P43119
OLUR_00011197 	 Q69FH1
OLUR_00018433 	 Q8K299
OLUR_00006912 	 Q6P8Y1
OLUR_00020013 	 P0CY46
OLUR_00006093 	 O97504
OLUR_00005090 	 Q66IZ5
OLUR_00016943 	 O43301
OLUR_00019854 	 Q8K3F2
OLUR_00002793 	 Q38998
OLUR_00004963 	 Q8NAG6
OLUR_00019559 	 Q5ZJ08
OLUR_00021134 	 Q5W9T5
OLUR_00016210 	 Q64573
OLUR_00018166 	 Q53G44
OLUR_00004304 	 P08575
OLUR_00020987 	 O00602
OLUR_00004134 	 O35413
OLUR_00004904 	 Q6GPQ3
OLUR_00015631 	 Q96J01
OLUR_00002278 	 Q5RGB8
OLUR_00023414 	 Q6P823
OLUR_00004676 	 Q6IQ20
OLUR_00016047 	 P41824
OLUR_00003713 	 P43143
OLUR_00006386 	 Q0VC84
OLUR_00008671 	 B8A4W9
OLUR_00016964 	 Q921G7
OLUR_00023627 	 P48725
OLUR_00012351 	 A0JPH4
OLUR_00019685 	 E9QAM5
OLUR_00005929 	 P60889
OLUR_00000950 	 Q8MQW8
OLUR_00000951 	 Q9JJ00
OLUR_00014425 	 Q9H477
OLUR_00021851 	 O02350
OLUR_00003027 	 P20918
OLUR_00014576 	 Q98930
OLUR_00014577 	 O88307
OLUR_00002174 	 Q27245
OLUR_00002175 	 Q19269
OLUR_00018535 	 Q3URS9
OLUR_00012701 	 Q5U374
OLUR_00020744 	 O18971
OLUR_00024214 	 Q8K0U4
OLUR_00008349 	 A2AVA0
OLUR_00023700 	 Q71R50
OLUR_00004565 	 P97402
OLUR_00011120 	 Q29449
OLUR_00016866 	 P10982
OLUR_00007546 	 Q5EA25
OLUR_00013911 	 Q7RTY7
OLUR_00011887 	 O15457
OLUR_00011301 	 Q3BCR6
OLUR_00011014 	 Q9JKX4
OLUR_00011015 	 Q86YI8
OLUR_00018849 	 V5NAL9
OLUR_00018848 	 V5NAL9
OLUR_00012647 	 Q8NCC3
OLUR_00019568 	 P83425
OLUR_00015334 	 Q9H1Y0
OLUR_00017178 	 Q640V3
OLUR_00016054 	 V5NAL9
OLUR_00015177 	 P10079
OLUR_00022589 	 Q9W734
OLUR_00002078 	 P41594
OLUR_00002080 	 P23385
OLUR_00006101 	 Q8NHU2
OLUR_00022200 	 Q2TU62
OLUR_00001507 	 P50225
OLUR_00016736 	 Q8N4B1
OLUR_00013495 	 P35590
OLUR_00017153 	 Q49VB1
OLUR_00013558 	 D3YWJ0
OLUR_00017324 	 Q96MM6
OLUR_00023680 	 Q08890
OLUR_00003676 	 O01761
OLUR_00023555 	 Q5W9T5
OLUR_00019522 	 P23818
OLUR_00016282 	 Q9XSW3
OLUR_00001860 	 P62264
OLUR_00001859 	 Q3UHH1
OLUR_00013890 	 P98158
OLUR_00005657 	 Q5BKI6
OLUR_00011065 	 Q96RW7
OLUR_00013167 	 P20241
OLUR_00004452 	 Q6DG22
OLUR_00001169 	 Q6ZN30
OLUR_00017399 	 Q4FZG9
OLUR_00018735 	 Q91WL8
OLUR_00022773 	 Q09PK2
OLUR_00019402 	 Q9NH13
OLUR_00012927 	 P06868
OLUR_00024471 	 Q6V0I7
OLUR_00008677 	 Q00IB7
OLUR_00004251 	 Q9I7U4
OLUR_00022483 	 O08760
OLUR_00013659 	 Q2A865
OLUR_00010897 	 Q6AXK4
OLUR_00006205 	 O18883
OLUR_00013913 	 P34975
OLUR_00020721 	 O77475
OLUR_00012714 	 Q8VDI1
OLUR_00015778 	 Q9ESN4
OLUR_00018630 	 Q9CQY2
OLUR_00004763 	 A4IH88
OLUR_00023413 	 Q8N567
OLUR_00018435 	 A2AV25
OLUR_00013999 	 A5D6U8
OLUR_00013076 	 Q9GLR1
OLUR_00000689 	 Q1L908
OLUR_00023817 	 Q5M900
OLUR_00023833 	 E9QAG8
OLUR_00023677 	 Q5UPS6
OLUR_00018300 	 Q55E58
OLUR_00008680 	 P28606
OLUR_00023218 	 A8XNX8
OLUR_00011213 	 Q9ULJ8
OLUR_00002351 	 P21659
OLUR_00003477 	 Q8BIA4
OLUR_00003478 	 Q5BLE8
OLUR_00011987 	 P48181
OLUR_00015469 	 Q8BUM3
OLUR_00013908 	 P54245
OLUR_00020885 	 Q96Q04
OLUR_00013976 	 Q8IVV7
OLUR_00011898 	 P83298
OLUR_00014445 	 H9JIQ1
OLUR_00013224 	 Q8NCJ5
OLUR_00023849 	 A1A4R8
OLUR_00018108 	 Q9BRZ2
OLUR_00016195 	 A8C754
OLUR_00007960 	 Q9TU53
OLUR_00007961 	 P98069
OLUR_00023625 	 O73791
OLUR_00021170 	 Q8NBH2
OLUR_00007197 	 Q9QXA5
OLUR_00016093 	 Q19673
OLUR_00021946 	 P9WQC5
OLUR_00011206 	 Q8TE68
OLUR_00014353 	 P79134
OLUR_00008437 	 G5EBX9
OLUR_00011506 	 P86860
OLUR_00008073 	 Q9DBC0
OLUR_00021952 	 P35441
OLUR_00016256 	 Q6DN90
OLUR_00005385 	 Q58EK5
OLUR_00014551 	 Q9U8W8
OLUR_00018436 	 O94887
OLUR_00010520 	 Q29RY7
OLUR_00019090 	 Q8IYW2
OLUR_00021878 	 P34456
OLUR_00015645 	 P83088
OLUR_00015938 	 Q3U1N2
OLUR_00002755 	 Q86Z23
OLUR_00012165 	 Q9NXW9
OLUR_00020401 	 Q24799
OLUR_00015566 	 Q5F4B8
OLUR_00021103 	 Q8WWF8
OLUR_00006539 	 Q9VKA4
OLUR_00023794 	 F6QEU4
OLUR_00019148 	 Q24307
OLUR_00018273 	 Q5RCL7
OLUR_00007557 	 Q7Z2W7
OLUR_00012020 	 Q8WXW3
OLUR_00010641 	 Q4ZJM9
OLUR_00009892 	 P09917
OLUR_00023148 	 Q8N3C7
OLUR_00012299 	 C9JN71
OLUR_00012300 	 Q8T784
OLUR_00021666 	 Q58CP2
OLUR_00018487 	 P42260
OLUR_00005038 	 P51957
OLUR_00011238 	 Q54KA7
OLUR_00014934 	 Q49GP5
OLUR_00011573 	 Q2KHW8
OLUR_00011574 	 Q9Y620
OLUR_00002219 	 Q8NEG5
OLUR_00002363 	 Q8R066
OLUR_00000324 	 Q96KQ4
OLUR_00000325 	 Q00963
OLUR_00018309 	 P70585
OLUR_00003182 	 Q6VH22
OLUR_00005495 	 Q24K15
OLUR_00002539 	 Q90773
OLUR_00014962 	 Q6R520
OLUR_00005992 	 Q71U00
OLUR_00005993 	 Q6UR05
OLUR_00013609 	 Q64516
OLUR_00006421 	 Q8BIK4
OLUR_00005688 	 Q96RW7
OLUR_00001677 	 Q9CWL2
OLUR_00001678 	 Q7LGC8
OLUR_00023986 	 P14448
OLUR_00009649 	 Q8BXX2
OLUR_00017570 	 Q9ES46
OLUR_00002394 	 O17450
OLUR_00010406 	 Q96T23
OLUR_00011002 	 P32251
OLUR_00006500 	 Q58D34
OLUR_00024278 	 P50729
OLUR_00003067 	 P34695
OLUR_00024365 	 Q75WF2
OLUR_00012454 	 Q9C0C7
OLUR_00006459 	 P35408
OLUR_00009822 	 O62703
OLUR_00017081 	 Q8N2E2
OLUR_00017229 	 V5NAL9
OLUR_00003010 	 Q5XI42
OLUR_00003011 	 Q9UGM1
OLUR_00008967 	 Q9EQD2
OLUR_00008969 	 P28026
OLUR_00000007 	 P47238
OLUR_00019521 	 P83851
OLUR_00004810 	 Q92113
OLUR_00015332 	 B0JZG0
OLUR_00018539 	 Q672K1
OLUR_00007235 	 Q9BXJ4
OLUR_00017249 	 P02585
OLUR_00009933 	 Q6AY22
OLUR_00009654 	 Q6ZMY6
OLUR_00011747 	 Q6NT16
OLUR_00019980 	 P84045
OLUR_00002349 	 Q92804
OLUR_00021127 	 P9WI15
OLUR_00008144 	 Q7ZWV9
OLUR_00008145 	 O60931
OLUR_00013107 	 Q9C0B0
OLUR_00002739 	 Q0P5M9
OLUR_00023429 	 Q4ZJM9
OLUR_00006585 	 P12815
OLUR_00006586 	 Q80V03
OLUR_00018712 	 Q9UGH3
OLUR_00001442 	 Q05707
OLUR_00001441 	 P32018
OLUR_00018274 	 Q8IXB1
OLUR_00011710 	 Q9HAY6
OLUR_00004584 	 Q5ZJ65
OLUR_00008054 	 P04069
OLUR_00004283 	 P42173
OLUR_00018892 	 Q2LK54
OLUR_00008867 	 Q8VHG2
OLUR_00013260 	 Q7Z449
OLUR_00009158 	 Q8BVG4
OLUR_00014264 	 P98068
OLUR_00001834 	 Q8BLQ7
OLUR_00011282 	 Q9N295
OLUR_00024036 	 V5NAL9
OLUR_00002470 	 P29674
OLUR_00017417 	 G5E8K5
OLUR_00008313 	 Q2EI20
OLUR_00013368 	 Q9DCT6
OLUR_00016038 	 Q96GP6
OLUR_00020430 	 P33265
OLUR_00016585 	 Q6IND4
OLUR_00007726 	 Q9W6K1
OLUR_00007727 	 Q5XHC1
OLUR_00010058 	 Q58CN9
OLUR_00010059 	 P81908
OLUR_00021249 	 Q01579
OLUR_00023201 	 Q9CZJ2
OLUR_00007024 	 Q96MM6
OLUR_00007329 	 P50429
OLUR_00019213 	 Q9R0W9
OLUR_00022248 	 B3A003
OLUR_00010364 	 P82186
OLUR_00017013 	 Q96N64
OLUR_00014883 	 P35408
OLUR_00004977 	 Q7Z443
OLUR_00003241 	 Q95ZJ1
OLUR_00005685 	 Q9DAN9
OLUR_00022683 	 Q99MB1
OLUR_00006836 	 Q12965
OLUR_00004149 	 P62510
OLUR_00006553 	 Q96EQ9
OLUR_00001879 	 Q2PZL6
OLUR_00001880 	 Q24292
OLUR_00010655 	 Q7ZV84
OLUR_00020878 	 Q96KE9
OLUR_00020929 	 Q9CZJ2
OLUR_00017051 	 P52736
OLUR_00001722 	 Q06807
OLUR_00018600 	 A7YY53
OLUR_00019831 	 Q7Z407
OLUR_00007107 	 Q8QGW7
OLUR_00015806 	 Q6DBY9
OLUR_00020477 	 O01393
OLUR_00011471 	 P55196
OLUR_00007473 	 Q9YH58
OLUR_00023755 	 Q8NA31
OLUR_00010319 	 P46023
OLUR_00015672 	 Q969U6
OLUR_00015259 	 Q5ZK33
OLUR_00010531 	 Q75WE7
OLUR_00000495 	 Q8N2E2
OLUR_00000494 	 Q6DFV8
OLUR_00001069 	 Q6P0U3
OLUR_00019362 	 Q6YHK3
OLUR_00015482 	 Q7RTR2
OLUR_00008378 	 O73791
OLUR_00001374 	 Q9I7I7
OLUR_00001468 	 Q16992
OLUR_00023931 	 Q8BKZ9
OLUR_00016309 	 P56591
OLUR_00003626 	 Q96FG2
OLUR_00003625 	 B1ARD8
OLUR_00007671 	 P29294
OLUR_00023928 	 Q5R537
OLUR_00020352 	 P37889
OLUR_00021081 	 Q60648
OLUR_00004312 	 O70244
OLUR_00004313 	 F6XBL2
OLUR_00018596 	 P30975
OLUR_00022508 	 Q6NUQ1
OLUR_00017682 	 P35230
OLUR_00019095 	 Q54XS1
OLUR_00010794 	 A0A0R4IXF6
OLUR_00012915 	 Q91687
OLUR_00004895 	 Q8C4G9
OLUR_00017719 	 Q9JHA8
OLUR_00007059 	 Q9V818
OLUR_00023705 	 Q9H0J9
OLUR_00009171 	 Q9WVH6
OLUR_00013638 	 Q53G44
OLUR_00017545 	 Q5REG4
OLUR_00005788 	 Q7TPV2
OLUR_00021470 	 O08523
OLUR_00012001 	 B7ZMP1
OLUR_00008725 	 Q9GKS9
OLUR_00008726 	 P08842
OLUR_00001088 	 Q2LZZ7
OLUR_00014895 	 D3ZQG6
OLUR_00013664 	 P04047
OLUR_00013644 	 P20693
OLUR_00007482 	 Q5RC80
OLUR_00002743 	 A5PJA1
OLUR_00002745 	 P24862
OLUR_00006285 	 P30568
OLUR_00023050 	 Q6MG08
OLUR_00019276 	 O88281
OLUR_00002156 	 Q24407
OLUR_00002157 	 Q5XGG3
OLUR_00002155 	 Q06546
OLUR_00002154 	 Q9VNL4
OLUR_00010173 	 Q8N2E2
OLUR_00005847 	 B8V7R6
OLUR_00006680 	 Q8C6B2
OLUR_00006681 	 Q5PQS2
OLUR_00000856 	 Q9XSK2
OLUR_00000855 	 A1L157
OLUR_00010949 	 Q9PVY0
OLUR_00019867 	 Q99L20
OLUR_00015868 	 Q9UH65
OLUR_00005398 	 P49760
OLUR_00010537 	 Q04791
OLUR_00003767 	 O70511
OLUR_00015137 	 Q8ITC3
OLUR_00015530 	 O15118
OLUR_00019130 	 O18023
OLUR_00003796 	 Q58D34
OLUR_00003873 	 P79081
OLUR_00003483 	 O89044
OLUR_00002448 	 Q9Y2P5
OLUR_00012543 	 Q3SZW3
OLUR_00014344 	 Q92113
OLUR_00019414 	 P09488
OLUR_00006253 	 Q5U2P0
OLUR_00015603 	 P06868
OLUR_00002503 	 Q2KIK2
OLUR_00002504 	 Q8R4D1
OLUR_00009199 	 P16332
OLUR_00015440 	 Q8NBN7
OLUR_00017852 	 Q9HAS3
OLUR_00021145 	 A8WG43
OLUR_00012442 	 Q9ERI6
OLUR_00017619 	 A4QNR3
OLUR_00005855 	 Q14204
OLUR_00000376 	 O88327
OLUR_00008665 	 Q9W0Y2
OLUR_00014933 	 O88809
OLUR_00023655 	 G9JJU2
OLUR_00016811 	 P49290
OLUR_00013620 	 G5EFD9
OLUR_00022813 	 Q9NZN8
OLUR_00001279 	 Q5RE70
OLUR_00012699 	 A5A4K9
OLUR_00017677 	 Q645M6
OLUR_00004851 	 P83425
OLUR_00014313 	 Q2PZL6
OLUR_00016549 	 P48181
OLUR_00000962 	 Q8CHC4
OLUR_00000963 	 Q07832
OLUR_00000961 	 Q93YS4
OLUR_00000964 	 Q9CZX5
OLUR_00001828 	 A2AVA0
OLUR_00016834 	 P27473
OLUR_00011466 	 P49415
OLUR_00024603 	 E1B932
